timestamp,can_id,signal_name,value,is_attack
0.9000,0x050,brake_pressure_bar,3.05,0
0.9000,0x100,speed_kmph,80.76,0
0.9200,0x002,steering_angle_deg,4.59,0
0.9400,0x002,steering_angle_deg,3.54,0
0.9600,0x002,steering_angle_deg,5.55,0
0.9800,0x002,steering_angle_deg,4.86,0
1.0000,0x002,steering_angle_deg,4.61,0
1.0000,0x050,brake_pressure_bar,3.04,0
1.0000,0x100,speed_kmph,80.31,0
1.0200,0x002,steering_angle_deg,5.74,0
1.0400,0x002,steering_angle_deg,5.65,0
1.0600,0x002,steering_angle_deg,5.60,0
1.0800,0x002,steering_angle_deg,4.72,0
1.1000,0x002,steering_angle_deg,5.35,0
1.1000,0x050,brake_pressure_bar,0.27,0
1.1000,0x100,speed_kmph,80.72,0
1.1200,0x002,steering_angle_deg,5.84,0
1.1400,0x002,steering_angle_deg,6.39,0
1.1600,0x002,steering_angle_deg,6.15,0
1.1800,0x002,steering_angle_deg,5.86,0
1.2000,0x002,steering_angle_deg,5.34,0
1.2000,0x050,brake_pressure_bar,4.00,0
1.2000,0x100,speed_kmph,79.83,0
1.2200,0x002,steering_angle_deg,5.52,0
1.2400,0x002,steering_angle_deg,6.77,0
1.2600,0x002,steering_angle_deg,6.23,0
1.2800,0x002,steering_angle_deg,6.08,0
1.3000,0x002,steering_angle_deg,7.03,0
1.3000,0x050,brake_pressure_bar,0.51,0
1.3000,0x100,speed_kmph,80.05,0
1.3200,0x002,steering_angle_deg,5.51,0
1.3400,0x002,steering_angle_deg,6.30,0
1.3600,0x002,steering_angle_deg,5.47,0
1.3800,0x002,steering_angle_deg,7.04,0
1.4000,0x002,steering_angle_deg,6.82,0
1.4000,0x050,brake_pressure_bar,0.93,0
1.4000,0x100,speed_kmph,79.36,0
1.4200,0x002,steering_angle_deg,7.01,0
1.4400,0x002,steering_angle_deg,6.22,0
1.4600,0x002,steering_angle_deg,7.45,0
1.4800,0x002,steering_angle_deg,7.51,0
1.5000,0x002,steering_angle_deg,6.55,0
1.5000,0x050,brake_pressure_bar,4.36,0
1.5000,0x100,speed_kmph,80.01,0
1.5200,0x002,steering_angle_deg,6.34,0
1.5400,0x002,steering_angle_deg,6.42,0
1.5600,0x002,steering_angle_deg,7.73,0
1.5800,0x002,steering_angle_deg,7.50,0
1.6000,0x002,steering_angle_deg,6.40,0
1.6000,0x050,brake_pressure_bar,2.78,0
1.6000,0x100,speed_kmph,79.35,0
1.6200,0x002,steering_angle_deg,6.35,0
1.6400,0x002,steering_angle_deg,8.01,0
1.6600,0x002,steering_angle_deg,7.06,0
1.6800,0x002,steering_angle_deg,7.04,0
1.7000,0x002,steering_angle_deg,7.74,0
1.7000,0x050,brake_pressure_bar,4.47,0
1.7000,0x100,speed_kmph,80.76,0
1.7200,0x002,steering_angle_deg,7.78,0
1.7400,0x002,steering_angle_deg,7.11,0
1.7600,0x002,steering_angle_deg,7.81,0
1.7800,0x002,steering_angle_deg,7.79,0
1.8000,0x002,steering_angle_deg,7.23,0
1.8000,0x050,brake_pressure_bar,1.30,0
1.8000,0x100,speed_kmph,79.90,0
1.8200,0x002,steering_angle_deg,7.25,0
1.8400,0x002,steering_angle_deg,8.37,0
1.8600,0x002,steering_angle_deg,8.06,0
1.8800,0x002,steering_angle_deg,8.99,0
1.9000,0x002,steering_angle_deg,7.31,0
1.9000,0x050,brake_pressure_bar,3.79,0
1.9000,0x100,speed_kmph,79.67,0
1.9200,0x002,steering_angle_deg,7.87,0
1.9400,0x002,steering_angle_deg,8.08,0
1.9600,0x002,steering_angle_deg,7.74,0
1.9800,0x002,steering_angle_deg,9.36,0
2.0000,0x002,steering_angle_deg,9.28,0
2.0000,0x050,brake_pressure_bar,4.10,0
2.0000,0x100,speed_kmph,79.56,0
2.0200,0x002,steering_angle_deg,7.89,0
2.0400,0x002,steering_angle_deg,8.11,0
2.0600,0x002,steering_angle_deg,8.68,0
2.0800,0x002,steering_angle_deg,8.50,0
2.1000,0x002,steering_angle_deg,8.33,0
2.1000,0x050,brake_pressure_bar,2.55,0
2.1000,0x100,speed_kmph,80.89,0
2.1200,0x002,steering_angle_deg,9.27,0
2.1400,0x002,steering_angle_deg,8.80,0
2.1600,0x002,steering_angle_deg,8.41,0
2.1800,0x002,steering_angle_deg,8.12,0
2.2000,0x002,steering_angle_deg,9.14,0
2.2000,0x050,brake_pressure_bar,3.19,0
2.2000,0x100,speed_kmph,80.28,0
2.2200,0x002,steering_angle_deg,8.63,0
2.2400,0x002,steering_angle_deg,8.22,0
2.2600,0x002,steering_angle_deg,8.53,0
2.2800,0x002,steering_angle_deg,8.09,0
2.3000,0x002,steering_angle_deg,9.31,0
2.3000,0x050,brake_pressure_bar,2.62,0
2.3000,0x100,speed_kmph,79.71,0
2.3200,0x002,steering_angle_deg,10.09,0
2.3400,0x002,steering_angle_deg,8.40,0
2.3600,0x002,steering_angle_deg,8.85,0
2.3800,0x002,steering_angle_deg,9.27,0
2.4000,0x002,steering_angle_deg,10.31,0
2.4000,0x050,brake_pressure_bar,1.12,0
2.4000,0x100,speed_kmph,79.88,0
2.4200,0x002,steering_angle_deg,9.66,0
2.4400,0x002,steering_angle_deg,8.62,0
2.4600,0x002,steering_angle_deg,9.60,0
2.4800,0x002,steering_angle_deg,10.39,0
2.5000,0x002,steering_angle_deg,10.08,0
2.5000,0x050,brake_pressure_bar,4.35,0
2.5000,0x100,speed_kmph,79.57,0
2.5200,0x002,steering_angle_deg,10.19,0
2.5400,0x002,steering_angle_deg,10.43,0
2.5600,0x002,steering_angle_deg,9.10,0
2.5800,0x002,steering_angle_deg,10.13,0
2.6000,0x002,steering_angle_deg,9.21,0
2.6000,0x050,brake_pressure_bar,3.52,0
2.6000,0x100,speed_kmph,80.79,0
2.6200,0x002,steering_angle_deg,10.05,0
2.6400,0x002,steering_angle_deg,9.75,0
2.6600,0x002,steering_angle_deg,10.21,0
2.6800,0x002,steering_angle_deg,10.67,0
2.7000,0x002,steering_angle_deg,9.20,0
2.7000,0x050,brake_pressure_bar,0.26,0
2.7000,0x100,speed_kmph,79.04,0
2.7200,0x002,steering_angle_deg,10.43,0
2.7400,0x002,steering_angle_deg,8.98,0
2.7600,0x002,steering_angle_deg,10.38,0
2.7800,0x002,steering_angle_deg,9.33,0
2.8000,0x002,steering_angle_deg,10.40,0
2.8000,0x050,brake_pressure_bar,4.01,0
2.8000,0x100,speed_kmph,79.66,0
2.8200,0x002,steering_angle_deg,9.08,0
2.8400,0x002,steering_angle_deg,10.70,0
2.8600,0x002,steering_angle_deg,10.52,0
2.8800,0x002,steering_angle_deg,9.71,0
2.9000,0x002,steering_angle_deg,9.45,0
2.9000,0x050,brake_pressure_bar,3.97,0
2.9000,0x100,speed_kmph,79.26,0
2.9200,0x002,steering_angle_deg,10.39,0
2.9400,0x002,steering_angle_deg,9.61,0
2.9600,0x002,steering_angle_deg,9.39,0
2.9800,0x002,steering_angle_deg,9.93,0
3.0000,0x002,steering_angle_deg,10.79,0
3.0000,0x050,brake_pressure_bar,3.64,0
3.0000,0x100,speed_kmph,80.91,0
3.0200,0x002,steering_angle_deg,10.14,0
3.0400,0x002,steering_angle_deg,9.91,0
3.0600,0x002,steering_angle_deg,9.10,0
3.0800,0x002,steering_angle_deg,9.94,0
3.1000,0x002,steering_angle_deg,9.56,0
3.1000,0x050,brake_pressure_bar,0.24,0
3.1000,0x100,speed_kmph,79.69,0
3.1200,0x002,steering_angle_deg,9.79,0
3.1400,0x002,steering_angle_deg,9.19,0
3.1600,0x002,steering_angle_deg,9.99,0
3.1800,0x002,steering_angle_deg,9.00,0
3.2000,0x002,steering_angle_deg,9.03,0
3.2000,0x050,brake_pressure_bar,0.56,0
3.2000,0x100,speed_kmph,80.38,0
3.2200,0x002,steering_angle_deg,9.02,0
3.2400,0x002,steering_angle_deg,10.00,0
3.2600,0x002,steering_angle_deg,10.42,0
3.2800,0x002,steering_angle_deg,9.34,0
3.3000,0x002,steering_angle_deg,9.22,0
3.3000,0x050,brake_pressure_bar,4.35,0
3.3000,0x100,speed_kmph,79.76,0
3.3200,0x002,steering_angle_deg,10.33,0
3.3400,0x002,steering_angle_deg,10.51,0
3.3600,0x002,steering_angle_deg,10.88,0
3.3800,0x002,steering_angle_deg,10.14,0
3.4000,0x002,steering_angle_deg,9.62,0
3.4000,0x050,brake_pressure_bar,0.28,0
3.4000,0x100,speed_kmph,80.62,0
3.4200,0x002,steering_angle_deg,9.56,0
3.4400,0x002,steering_angle_deg,10.72,0
3.4600,0x002,steering_angle_deg,9.89,0
3.4800,0x002,steering_angle_deg,10.51,0
3.5000,0x002,steering_angle_deg,8.93,0
3.5000,0x050,brake_pressure_bar,3.03,0
3.5000,0x100,speed_kmph,79.63,0
3.5200,0x002,steering_angle_deg,10.63,0
3.5400,0x002,steering_angle_deg,10.76,0
3.5600,0x002,steering_angle_deg,10.18,0
3.5800,0x002,steering_angle_deg,8.78,0
3.6000,0x002,steering_angle_deg,8.91,0
3.6000,0x050,brake_pressure_bar,1.15,0
3.6000,0x100,speed_kmph,80.90,0
3.6200,0x002,steering_angle_deg,10.68,0
3.6400,0x002,steering_angle_deg,10.47,0
3.6600,0x002,steering_angle_deg,10.45,0
3.6800,0x002,steering_angle_deg,10.22,0
3.7000,0x002,steering_angle_deg,8.69,0
3.7000,0x050,brake_pressure_bar,1.78,0
3.7000,0x100,speed_kmph,79.75,0
3.7200,0x002,steering_angle_deg,9.39,0
3.7400,0x002,steering_angle_deg,10.38,0
3.7600,0x002,steering_angle_deg,9.25,0
3.7800,0x002,steering_angle_deg,10.06,0
3.8000,0x002,steering_angle_deg,8.49,0
3.8000,0x050,brake_pressure_bar,0.80,0
3.8000,0x100,speed_kmph,79.06,0
3.8200,0x002,steering_angle_deg,8.93,0
3.8400,0x002,steering_angle_deg,8.49,0
3.8600,0x002,steering_angle_deg,10.03,0
3.8800,0x002,steering_angle_deg,10.19,0
3.9000,0x002,steering_angle_deg,9.68,0
3.9000,0x050,brake_pressure_bar,4.96,0
3.9000,0x100,speed_kmph,79.46,0
3.9200,0x002,steering_angle_deg,9.91,0
3.9400,0x002,steering_angle_deg,8.83,0
3.9600,0x002,steering_angle_deg,9.00,0
3.9800,0x002,steering_angle_deg,9.96,0
4.0000,0x002,steering_angle_deg,9.96,0
4.0000,0x050,brake_pressure_bar,1.56,0
4.0000,0x100,speed_kmph,80.11,0
4.0200,0x002,steering_angle_deg,8.28,0
4.0400,0x002,steering_angle_deg,9.10,0
4.0600,0x002,steering_angle_deg,9.64,0
4.0800,0x002,steering_angle_deg,9.47,0
4.1000,0x002,steering_angle_deg,8.55,0
4.1000,0x050,brake_pressure_bar,1.83,0
4.1000,0x100,speed_kmph,80.49,0
4.1200,0x002,steering_angle_deg,8.97,0
4.1400,0x002,steering_angle_deg,8.56,0
4.1600,0x002,steering_angle_deg,8.36,0
4.1800,0x002,steering_angle_deg,8.66,0
4.2000,0x002,steering_angle_deg,8.76,0
4.2000,0x050,brake_pressure_bar,3.00,0
4.2000,0x100,speed_kmph,79.50,0
4.2200,0x002,steering_angle_deg,7.63,0
4.2400,0x002,steering_angle_deg,8.50,0
4.2600,0x002,steering_angle_deg,8.79,0
4.2800,0x002,steering_angle_deg,8.18,0
4.3000,0x002,steering_angle_deg,8.00,0
4.3000,0x050,brake_pressure_bar,1.82,0
4.3000,0x100,speed_kmph,80.83,0
4.3200,0x002,steering_angle_deg,9.04,0
4.3400,0x002,steering_angle_deg,7.84,0
4.3600,0x002,steering_angle_deg,8.26,0
4.3800,0x002,steering_angle_deg,8.91,0
4.4000,0x002,steering_angle_deg,7.30,0
4.4000,0x050,brake_pressure_bar,0.88,0
4.4000,0x100,speed_kmph,79.26,0
4.4200,0x002,steering_angle_deg,8.23,0
4.4400,0x002,steering_angle_deg,7.45,0
4.4600,0x002,steering_angle_deg,8.44,0
4.4800,0x002,steering_angle_deg,7.45,0
4.5000,0x002,steering_angle_deg,8.29,0
4.5000,0x050,brake_pressure_bar,0.94,0
4.5000,0x100,speed_kmph,79.65,0
4.5200,0x002,steering_angle_deg,7.25,0
4.5400,0x002,steering_angle_deg,6.79,0
4.5600,0x002,steering_angle_deg,6.78,0
4.5800,0x002,steering_angle_deg,8.27,0
4.6000,0x002,steering_angle_deg,7.95,0
4.6000,0x050,brake_pressure_bar,2.35,0
4.6000,0x100,speed_kmph,80.77,0
4.6200,0x002,steering_angle_deg,6.99,0
4.6400,0x002,steering_angle_deg,6.95,0
4.6600,0x002,steering_angle_deg,6.82,0
4.6800,0x002,steering_angle_deg,8.00,0
4.7000,0x002,steering_angle_deg,6.68,0
4.7000,0x050,brake_pressure_bar,4.16,0
4.7000,0x100,speed_kmph,80.88,0
4.7200,0x002,steering_angle_deg,6.87,0
4.7400,0x002,steering_angle_deg,7.27,0
4.7600,0x002,steering_angle_deg,7.39,0
4.7800,0x002,steering_angle_deg,6.77,0
4.8000,0x002,steering_angle_deg,6.89,0
4.8000,0x050,brake_pressure_bar,3.79,0
4.8000,0x100,speed_kmph,80.67,0
4.8200,0x002,steering_angle_deg,6.85,0
4.8400,0x002,steering_angle_deg,6.59,0
4.8600,0x002,steering_angle_deg,7.26,0
4.8800,0x002,steering_angle_deg,6.78,0
4.9000,0x002,steering_angle_deg,6.82,0
4.9000,0x050,brake_pressure_bar,4.95,0
4.9000,0x100,speed_kmph,79.78,0
4.9200,0x002,steering_angle_deg,5.75,0
4.9400,0x002,steering_angle_deg,7.19,0
4.9600,0x002,steering_angle_deg,5.22,0
4.9800,0x002,steering_angle_deg,5.90,0
5.0000,0x002,steering_angle_deg,6.47,0
5.0000,0x050,brake_pressure_bar,0.73,0
5.0000,0x100,speed_kmph,79.21,0
5.0200,0x002,steering_angle_deg,5.08,0
5.0400,0x002,steering_angle_deg,5.89,0
5.0600,0x002,steering_angle_deg,5.24,0
5.0800,0x002,steering_angle_deg,5.88,0
5.1000,0x002,steering_angle_deg,6.21,0
5.1000,0x050,brake_pressure_bar,1.53,0
5.1000,0x100,speed_kmph,80.20,0
5.1200,0x002,steering_angle_deg,5.21,0
5.1400,0x002,steering_angle_deg,4.52,0
5.1600,0x002,steering_angle_deg,4.67,0
5.1800,0x002,steering_angle_deg,4.52,0
5.2000,0x002,steering_angle_deg,5.62,0
5.2000,0x050,brake_pressure_bar,4.97,0
5.2000,0x100,speed_kmph,79.79,0
5.2200,0x002,steering_angle_deg,4.56,0
5.2400,0x002,steering_angle_deg,4.10,0
5.2600,0x002,steering_angle_deg,4.33,0
5.2800,0x002,steering_angle_deg,4.40,0
5.3000,0x002,steering_angle_deg,4.97,0
5.3000,0x050,brake_pressure_bar,4.57,0
5.3000,0x100,speed_kmph,79.39,0
5.3200,0x002,steering_angle_deg,5.25,0
5.3400,0x002,steering_angle_deg,4.94,0
5.3600,0x002,steering_angle_deg,5.16,0
5.3800,0x002,steering_angle_deg,3.51,0
5.4000,0x002,steering_angle_deg,3.56,0
5.4000,0x050,brake_pressure_bar,3.07,0
5.4000,0x100,speed_kmph,79.99,0
5.4200,0x002,steering_angle_deg,4.27,0
5.4400,0x002,steering_angle_deg,5.03,0
5.4600,0x002,steering_angle_deg,4.92,0
5.4800,0x002,steering_angle_deg,3.03,0
5.5000,0x002,steering_angle_deg,4.22,0
5.5000,0x050,brake_pressure_bar,0.86,0
5.5000,0x100,speed_kmph,79.85,0
5.5200,0x002,steering_angle_deg,3.36,0
5.5400,0x002,steering_angle_deg,2.75,0
5.5600,0x002,steering_angle_deg,3.92,0
5.5800,0x002,steering_angle_deg,3.64,0
5.6000,0x002,steering_angle_deg,3.39,0
5.6000,0x050,brake_pressure_bar,0.80,0
5.6000,0x100,speed_kmph,79.89,0
5.6200,0x002,steering_angle_deg,3.33,0
5.6400,0x002,steering_angle_deg,3.67,0
5.6600,0x002,steering_angle_deg,3.71,0
5.6800,0x002,steering_angle_deg,2.31,0
5.7000,0x002,steering_angle_deg,3.14,0
5.7000,0x050,brake_pressure_bar,2.09,0
5.7000,0x100,speed_kmph,79.57,0
5.7200,0x002,steering_angle_deg,3.27,0
5.7400,0x002,steering_angle_deg,3.67,0
5.7600,0x002,steering_angle_deg,2.18,0
5.7800,0x002,steering_angle_deg,3.34,0
5.8000,0x002,steering_angle_deg,2.24,0
5.8000,0x050,brake_pressure_bar,3.74,0
5.8000,0x100,speed_kmph,80.64,0
5.8200,0x002,steering_angle_deg,3.08,0
5.8400,0x002,steering_angle_deg,1.71,0
5.8600,0x002,steering_angle_deg,2.20,0
5.8800,0x002,steering_angle_deg,1.98,0
5.9000,0x002,steering_angle_deg,2.50,0
5.9000,0x050,brake_pressure_bar,2.74,0
5.9000,0x100,speed_kmph,79.09,0
5.9200,0x002,steering_angle_deg,2.39,0
5.9400,0x002,steering_angle_deg,2.52,0
5.9600,0x002,steering_angle_deg,2.04,0
5.9800,0x002,steering_angle_deg,0.53,0
6.0000,0x002,steering_angle_deg,0.91,0
6.0000,0x050,brake_pressure_bar,1.10,0
6.0000,0x100,speed_kmph,80.38,0
6.0200,0x002,steering_angle_deg,1.21,0
6.0400,0x002,steering_angle_deg,0.39,0
6.0600,0x002,steering_angle_deg,0.41,0
6.0800,0x002,steering_angle_deg,0.05,0
6.1000,0x002,steering_angle_deg,0.15,0
6.1000,0x050,brake_pressure_bar,1.93,0
6.1000,0x100,speed_kmph,80.58,0
6.1200,0x002,steering_angle_deg,0.83,0
6.1400,0x002,steering_angle_deg,0.41,0
6.1600,0x002,steering_angle_deg,0.40,0
6.1800,0x002,steering_angle_deg,1.36,0
6.2000,0x002,steering_angle_deg,1.23,0
6.2000,0x050,brake_pressure_bar,4.82,0
6.2000,0x100,speed_kmph,80.84,0
6.2200,0x002,steering_angle_deg,0.77,0
6.2400,0x002,steering_angle_deg,0.98,0
6.2600,0x002,steering_angle_deg,0.16,0
6.2800,0x002,steering_angle_deg,0.49,0
6.3000,0x002,steering_angle_deg,0.18,0
6.3000,0x050,brake_pressure_bar,3.98,0
6.3000,0x100,speed_kmph,80.14,0
6.3200,0x002,steering_angle_deg,0.28,0
6.3400,0x002,steering_angle_deg,0.19,0
6.3600,0x002,steering_angle_deg,-0.09,0
6.3800,0x002,steering_angle_deg,0.18,0
6.4000,0x002,steering_angle_deg,-0.52,0
6.4000,0x050,brake_pressure_bar,2.88,0
6.4000,0x100,speed_kmph,79.53,0
6.4200,0x002,steering_angle_deg,0.31,0
6.4400,0x002,steering_angle_deg,-0.84,0
6.4600,0x002,steering_angle_deg,-0.66,0
6.4800,0x002,steering_angle_deg,-0.74,0
6.5000,0x002,steering_angle_deg,-0.28,0
6.5000,0x050,brake_pressure_bar,1.43,0
6.5000,0x100,speed_kmph,79.67,0
6.5200,0x002,steering_angle_deg,-1.71,0
6.5400,0x002,steering_angle_deg,-0.99,0
6.5600,0x002,steering_angle_deg,-1.52,0
6.5800,0x002,steering_angle_deg,-1.50,0
6.6000,0x002,steering_angle_deg,-2.52,0
6.6000,0x050,brake_pressure_bar,0.82,0
6.6000,0x100,speed_kmph,80.26,0
6.6200,0x002,steering_angle_deg,-2.17,0
6.6400,0x002,steering_angle_deg,-1.65,0
6.6600,0x002,steering_angle_deg,-1.43,0
6.6800,0x002,steering_angle_deg,-1.49,0
6.7000,0x002,steering_angle_deg,-1.69,0
6.7000,0x050,brake_pressure_bar,0.19,0
6.7000,0x100,speed_kmph,79.75,0
6.7200,0x002,steering_angle_deg,-2.82,0
6.7400,0x002,steering_angle_deg,-1.71,0
6.7600,0x002,steering_angle_deg,-2.19,0
6.7800,0x002,steering_angle_deg,-3.40,0
6.8000,0x002,steering_angle_deg,-3.31,0
6.8000,0x050,brake_pressure_bar,3.42,0
6.8000,0x100,speed_kmph,80.81,0
6.8200,0x002,steering_angle_deg,-1.83,0
6.8400,0x002,steering_angle_deg,-3.60,0
6.8600,0x002,steering_angle_deg,-3.50,0
6.8800,0x002,steering_angle_deg,-2.97,0
6.9000,0x002,steering_angle_deg,-3.79,0
6.9000,0x050,brake_pressure_bar,1.73,0
6.9000,0x100,speed_kmph,80.78,0
6.9200,0x002,steering_angle_deg,-2.34,0
6.9400,0x002,steering_angle_deg,-3.41,0
6.9600,0x002,steering_angle_deg,-3.52,0
6.9800,0x002,steering_angle_deg,-2.79,0
7.0000,0x002,steering_angle_deg,-3.44,0
7.0000,0x050,brake_pressure_bar,0.59,0
7.0000,0x100,speed_kmph,79.67,0
7.0200,0x002,steering_angle_deg,-2.73,0
7.0400,0x002,steering_angle_deg,-4.02,0
7.0600,0x002,steering_angle_deg,-3.72,0
7.0800,0x002,steering_angle_deg,-3.61,0
7.1000,0x002,steering_angle_deg,-3.14,0
7.1000,0x050,brake_pressure_bar,3.70,0
7.1000,0x100,speed_kmph,80.16,0
7.1200,0x002,steering_angle_deg,-4.51,0
7.1400,0x002,steering_angle_deg,-3.67,0
7.1600,0x002,steering_angle_deg,-3.81,0
7.1800,0x002,steering_angle_deg,-5.12,0
7.2000,0x002,steering_angle_deg,-4.57,0
7.2000,0x050,brake_pressure_bar,1.29,0
7.2000,0x100,speed_kmph,81.00,0
7.2200,0x002,steering_angle_deg,-5.07,0
7.2400,0x002,steering_angle_deg,-5.09,0
7.2600,0x002,steering_angle_deg,-5.36,0
7.2800,0x002,steering_angle_deg,-3.99,0
7.3000,0x002,steering_angle_deg,-5.75,0
7.3000,0x050,brake_pressure_bar,0.64,0
7.3000,0x100,speed_kmph,80.46,0
7.3200,0x002,steering_angle_deg,-5.85,0
7.3400,0x002,steering_angle_deg,-5.51,0
7.3600,0x002,steering_angle_deg,-4.89,0
7.3800,0x002,steering_angle_deg,-5.45,0
7.4000,0x002,steering_angle_deg,-4.45,0
7.4000,0x050,brake_pressure_bar,3.00,0
7.4000,0x100,speed_kmph,80.57,0
7.4200,0x002,steering_angle_deg,-5.89,0
7.4400,0x002,steering_angle_deg,-5.20,0
7.4600,0x002,steering_angle_deg,-6.11,0
7.4800,0x002,steering_angle_deg,-6.27,0
7.5000,0x002,steering_angle_deg,-6.39,0
7.5000,0x050,brake_pressure_bar,1.29,0
7.5000,0x100,speed_kmph,80.82,0
7.5200,0x002,steering_angle_deg,-6.61,0
7.5400,0x002,steering_angle_deg,-5.93,0
7.5600,0x002,steering_angle_deg,-5.43,0
7.5800,0x002,steering_angle_deg,-6.46,0
7.6000,0x002,steering_angle_deg,-5.46,0
7.6000,0x050,brake_pressure_bar,2.85,0
7.6000,0x100,speed_kmph,79.57,0
7.6200,0x002,steering_angle_deg,-6.68,0
7.6400,0x002,steering_angle_deg,-5.58,0
7.6600,0x002,steering_angle_deg,-5.66,0
7.6800,0x002,steering_angle_deg,-7.04,0
7.7000,0x002,steering_angle_deg,-6.27,0
7.7000,0x050,brake_pressure_bar,0.12,0
7.7000,0x100,speed_kmph,80.81,0
7.7200,0x002,steering_angle_deg,-7.58,0
7.7400,0x002,steering_angle_deg,-6.98,0
7.7600,0x002,steering_angle_deg,-6.91,0
7.7800,0x002,steering_angle_deg,-6.77,0
7.8000,0x002,steering_angle_deg,-6.67,0
7.8000,0x050,brake_pressure_bar,4.72,0
7.8000,0x100,speed_kmph,79.54,0
7.8200,0x002,steering_angle_deg,-7.59,0
7.8400,0x002,steering_angle_deg,-6.23,0
7.8600,0x002,steering_angle_deg,-7.75,0
7.8800,0x002,steering_angle_deg,-6.37,0
7.9000,0x002,steering_angle_deg,-6.31,0
7.9000,0x050,brake_pressure_bar,0.51,0
7.9000,0x100,speed_kmph,79.60,0
7.9200,0x002,steering_angle_deg,-6.89,0
7.9400,0x002,steering_angle_deg,-7.16,0
7.9600,0x002,steering_angle_deg,-7.96,0
7.9800,0x002,steering_angle_deg,-7.94,0
8.0000,0x002,steering_angle_deg,-6.70,0
8.0000,0x050,brake_pressure_bar,2.95,0
8.0000,0x100,speed_kmph,80.17,0
8.0200,0x002,steering_angle_deg,-8.54,0
8.0400,0x002,steering_angle_deg,-6.91,0
8.0600,0x002,steering_angle_deg,-8.17,0
8.0800,0x002,steering_angle_deg,-7.68,0
8.1000,0x002,steering_angle_deg,-7.47,0
8.1000,0x050,brake_pressure_bar,0.33,0
8.1000,0x100,speed_kmph,79.18,0
8.1200,0x002,steering_angle_deg,-7.32,0
8.1400,0x002,steering_angle_deg,-7.56,0
8.1600,0x002,steering_angle_deg,-8.81,0
8.1800,0x002,steering_angle_deg,-7.28,0
8.2000,0x002,steering_angle_deg,-7.62,0
8.2000,0x050,brake_pressure_bar,4.14,0
8.2000,0x100,speed_kmph,80.56,0
8.2200,0x002,steering_angle_deg,-8.09,0
8.2400,0x002,steering_angle_deg,-7.63,0
8.2600,0x002,steering_angle_deg,-8.47,0
