speed_norm,lat_norm,lon_norm,time_sin,time_cos,v_rel_norm,conf_1,conf_2,conf_3,conf_4,conf_5,label_car,label_person,label_truck,label_other,low_conf_flag,glare_flag,crash_prob,risk_label
0.327648,0.405662,0.803828,0.544254,0.83892,0.072851,0.3608,0.3537,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1618,0.4099
0.642862,0.536875,0.313123,0.672674,0.739939,0.084743,0.6528,0.648,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0879,0.308
0.798296,0.650088,0.307037,0.64976,0.76014,0.90556,0.2527,0.1207,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.7376,0.9644
0.444676,0.683634,0.114355,-0.712086,0.702092,0.230991,0.5559,0.4223,0.404,0.4025,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1764,0.4938
0.302973,0.206938,0.887265,-0.936705,-0.350119,0.055411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.246,0.5806
0.56096,0.50593,0.223784,-0.231698,-0.972788,0.084727,0.9113,0.8907,0.8435,0.7919,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0409,0.1227
0.290127,0.501191,0.396105,0.992385,0.123171,0.134261,0.4278,0.3468,0.3144,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1929,0.5236
0.814034,0.886577,0.202073,-0.242424,0.97017,0.444992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.201,0.7045
0.470539,0.633452,0.482829,0.575236,0.817987,0.09637,0.6104,0.5595,0.4304,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0517,0.3094
0.579657,0.289241,0.354403,-0.593833,-0.804589,0.035878,0.8759,0.7879,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0418,0.1475
0.665732,0.126233,0.160992,-0.507393,0.861715,0.507301,0.3881,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7621,0.9907
0.898565,0.469139,0.208694,0.664214,0.747543,0.508424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.383,0.7205
0.431294,0.664702,0.146514,-0.178303,0.983976,0.213301,0.539,0.4802,0.3186,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1145,0.4678
0.573324,0.843975,0.487935,0.437434,0.899251,0.122425,0.5853,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1277,0.4599
0.386879,0.465608,0.61562,0.906482,-0.422245,0.117168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2161,0.444
0.523782,0.242283,0.415484,0.82812,0.560551,0.097702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1498,0.3936
0.568678,0.590347,0.213781,0.076576,0.997064,0.401063,0.2507,0.1685,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4586,0.8445
0.757428,0.347678,0.438446,-0.178597,-0.983922,0.029633,0.9254,0.8894,0.8015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0183,0.098
0.627716,0.584414,0.674685,-0.607943,-0.793981,0.075163,0.9145,0.7417,0.7316,0.7184,0.7091,0.0,0.0,0.0,1.0,0.0,0.0,0.0452,0.0979
0.638636,0.436999,0.298842,-0.846451,-0.532466,0.064762,0.8287,0.765,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.1257
0.864168,0.154173,0.886316,0.005639,0.999984,0.402381,0.471,0.4023,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9583,0.9789
0.254282,0.591653,0.866391,0.505848,-0.862622,0.163061,0.538,0.3893,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.097,0.4471
0.929662,0.495148,0.778338,-0.305508,0.95219,0.352817,0.394,0.3283,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.3829,0.9024
0.721661,0.14991,0.378268,0.212966,-0.97706,0.016129,0.9182,0.799,0.7483,0.701,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0122,0.1114
0.90471,0.412793,0.579321,-0.309041,0.951049,0.857796,0.2534,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7926,0.9992
0.532745,0.468811,0.683057,0.574664,-0.81839,0.22442,0.4617,0.3506,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1641,0.4614
0.208454,0.812887,0.318296,0.636862,0.770978,0.126704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0606,0.4072
0.173094,0.150085,0.807551,-0.10408,-0.994569,0.1283,0.8696,0.8613,0.8535,0.8279,0.7181,0.0,0.0,1.0,0.0,0.0,0.0,0.0659,0.2213
0.507452,0.719945,0.462308,-0.485157,0.874427,0.185019,0.6824,0.5528,0.5521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0764,0.2798
0.994209,0.127406,0.121168,0.578496,-0.815685,0.413884,0.377,0.3454,0.3017,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.815,0.9103
0.916312,0.274058,0.597413,-0.167004,-0.985956,0.431915,0.2868,0.2803,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8789,1.0
0.242843,0.700522,0.521015,-0.999128,-0.041747,0.131512,0.7442,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0223,0.1276
0.798117,0.214282,0.524407,0.488427,-0.872605,0.065002,0.93,0.8871,0.854,0.7878,0.7533,1.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0683
0.792103,0.5337,0.240445,0.447498,-0.894285,0.005617,0.8195,0.7829,0.705,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0089,0.1416
0.207755,0.374383,0.697832,0.962348,-0.271819,0.080438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1892,0.4328
0.641406,0.699045,0.6893,-0.272209,0.962238,0.376473,0.2328,0.2211,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2717,0.8261
0.622562,0.396413,0.288254,0.49178,-0.87072,0.078821,0.8856,0.8444,0.8186,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0215,0.0895
0.252713,0.359553,0.772394,-0.980235,0.197837,0.218004,0.5627,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.18,0.4252
0.38605,0.294237,0.541414,0.99633,0.085596,0.142201,0.5636,0.5228,0.4432,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1953,0.4897
0.674238,0.607281,0.658058,0.393988,0.919116,0.719586,0.4555,0.2683,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9194,1.0
0.561291,0.899341,0.469462,-0.823048,-0.567972,0.063461,0.918,0.8587,0.7837,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0187,0.0754
0.395975,0.301412,0.392419,-0.392383,-0.919802,0.084363,0.8961,0.8887,0.7418,0.7324,0.6477,1.0,0.0,0.0,0.0,0.0,1.0,0.0129,0.2052
0.657455,0.501929,0.373375,0.674269,0.738486,0.491536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2407,0.8382
0.598699,0.896024,0.291746,0.126446,0.991973,0.037781,0.6365,0.4516,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1484,0.3674
0.748417,0.217883,0.136971,-0.853134,-0.521691,0.061127,0.9215,0.8139,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0811
0.15011,0.799474,0.115809,-0.842592,-0.538552,0.130039,0.8561,0.836,0.7785,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0275,0.2422
0.391711,0.193611,0.167555,0.545305,-0.838238,0.233377,0.4831,0.4655,0.4646,0.4226,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2273,0.435
0.244195,0.483691,0.695613,-0.344007,-0.938967,0.181522,0.5498,0.4467,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1327,0.421
0.544575,0.344863,0.447773,0.067052,0.997749,0.124889,0.5189,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1233,0.3659
0.707877,0.86581,0.326327,-0.256812,0.966462,0.549442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1707,0.723
0.870628,0.541088,0.120854,0.975022,0.22211,0.709611,0.2857,0.2484,0.2049,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6514,0.8925
0.505925,0.274277,0.698194,0.999947,0.010329,0.648503,0.4037,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8316,0.9914
0.70299,0.501844,0.526007,0.169196,-0.985582,0.040397,0.9311,0.9183,0.8,0.7716,0.7392,1.0,0.0,0.0,0.0,0.0,0.0,0.0328,0.1246
0.194541,0.441407,0.382514,-0.977959,-0.208795,0.087163,0.7416,0.6552,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.055,0.1408
0.438811,0.452064,0.860424,0.156145,0.987734,0.070224,0.6336,0.5041,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1331,0.4122
0.346297,0.832476,0.345998,-0.720312,0.69365,0.17799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0766,0.4623
0.774657,0.243837,0.726217,0.231597,0.972812,0.433019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2204,0.8465
0.95174,0.64426,0.691667,0.321285,-0.946983,0.631992,0.2756,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7719,0.9695
0.98315,0.614372,0.75954,0.262064,0.96505,0.541594,0.3806,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6403,0.9468
0.657337,0.119117,0.337315,0.664733,0.747081,0.046727,0.5745,0.5715,0.4947,0.4383,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0534,0.3209
0.675596,0.844652,0.562187,0.138408,0.990375,0.958664,0.3398,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9094,0.9606
0.502159,0.21893,0.703715,0.746761,0.665093,0.05241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1265,0.3619
0.639129,0.421974,0.301924,-0.634813,0.772666,0.592452,0.3519,0.3402,0.3359,0.3182,0.2051,0.0,0.0,1.0,0.0,1.0,0.0,0.8615,0.9494
0.900855,0.169204,0.280529,0.619994,-0.784606,0.835671,0.4301,0.3375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8723,0.994
0.632057,0.586363,0.369632,0.336551,0.941665,0.999524,0.2853,0.2505,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6461,1.0
0.612362,0.276065,0.190554,-0.391107,0.920345,0.080722,0.655,0.6521,0.466,0.4533,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1092,0.424
0.56714,0.85443,0.605112,0.087264,0.996185,0.078924,0.672,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0734,0.3608
0.381732,0.687108,0.759425,-0.97804,0.208416,0.141215,0.5734,0.3882,0.3774,0.3006,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2309,0.565
0.271378,0.533675,0.117704,-0.474491,-0.88026,0.066733,0.6153,0.6148,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0616,0.224
0.56075,0.553432,0.724956,0.422031,0.906581,0.304981,0.3636,0.3004,0.2844,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2327,0.7888
0.213417,0.539695,0.229701,0.796281,0.604927,0.190813,0.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0862,0.3807
0.136063,0.222077,0.403084,-0.857965,-0.513707,0.121441,0.8865,0.8816,0.8416,0.7166,0.6805,0.0,1.0,0.0,0.0,0.0,0.0,0.0959,0.131
0.745425,0.282076,0.118932,0.218455,-0.975847,0.032826,0.9417,0.7698,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0268,0.1594
0.141083,0.294561,0.105034,-0.999874,-0.015861,0.077299,0.891,0.887,0.6806,0.6679,0.6022,1.0,0.0,0.0,0.0,0.0,0.0,0.0266,0.2042
0.404326,0.705677,0.5908,0.759861,0.650085,0.021731,0.6652,0.6565,0.5515,0.4598,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0683,0.4581
0.633239,0.290832,0.173109,-0.138334,-0.990386,0.098929,0.9397,0.9051,0.87,0.7158,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0362,0.0661
0.640295,0.24772,0.468575,0.108393,-0.994108,0.055136,0.9265,0.9015,0.873,0.8309,0.786,1.0,0.0,0.0,0.0,0.0,0.0,0.0338,0.0912
0.295399,0.80486,0.110312,-0.047915,-0.998851,0.181627,0.5794,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1462,0.508
0.552268,0.863914,0.644716,0.405036,-0.914301,0.02304,0.9022,0.8058,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0286,0.1025
0.441108,0.174691,0.107636,-0.136336,0.990663,0.561262,0.3646,0.3376,0.3001,0.2832,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.9811,0.9854
0.761849,0.326808,0.206624,0.494117,0.869396,0.33163,0.2311,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.2039,0.8432
0.500371,0.169905,0.49631,-0.345718,0.938339,0.782749,0.2215,0.2012,0.1581,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7262,0.9499
